currency,scheme,method,rmse_vol_points
ETH,col_random,cell_mean,0.4812470460732872
ETH,col_random,row_mean,3.787827183366986
ETH,col_random,quadratic_smile,0.8571530569344614
ETH,col_random,previous_surface,0.2114845418508668
ETH,put_wing,cell_mean,1.5977194299447328
ETH,put_wing,row_mean,7.939202575266273
ETH,put_wing,quadratic_smile,2.6047404800635885
ETH,put_wing,previous_surface,0.5582217763549501
ETH,put_wing,cell_mean,1.1424220048766391
ETH,put_wing,row_mean,8.054777218817241
ETH,put_wing,quadratic_smile,2.489608297015904
ETH,put_wing,previous_surface,0.45922387298213624
ETH,put_wing,cell_mean,0.9353383665550715
ETH,put_wing,row_mean,8.279564981285823
ETH,put_wing,quadratic_smile,2.6027518639026335
ETH,put_wing,previous_surface,0.22601507327874257
ETH,put_wing,cell_mean,0.5213265091556728
ETH,put_wing,row_mean,8.56386298687942
ETH,put_wing,quadratic_smile,2.8868632132287764
ETH,put_wing,previous_surface,0.6075250778062735
ETH,put_wing,cell_mean,0.5561487276837059
ETH,put_wing,row_mean,8.405779251526836
ETH,put_wing,quadratic_smile,2.7583847996408695
ETH,put_wing,previous_surface,0.07536129101366605
ETH,put_wing,cell_mean,0.5347127445879204
ETH,put_wing,row_mean,8.369665418367056
ETH,put_wing,quadratic_smile,2.584059224962999
ETH,put_wing,previous_surface,0.13173437379843494
ETH,put_wing,cell_mean,0.45422518644634113
ETH,put_wing,row_mean,8.507425042049583
ETH,put_wing,quadratic_smile,2.9056540071873327
ETH,put_wing,previous_surface,0.2041677090298131
ETH,put_wing,cell_mean,0.4094424303306507
ETH,put_wing,row_mean,8.575338650918063
ETH,put_wing,quadratic_smile,2.913667851553557
ETH,put_wing,previous_surface,0.08656094683348704
ETH,put_wing,cell_mean,0.45537087845325386
ETH,put_wing,row_mean,8.501103683528557
ETH,put_wing,quadratic_smile,2.632635359641576
ETH,put_wing,previous_surface,0.20028559443729527
ETH,put_wing,cell_mean,0.7512907260568134
ETH,put_wing,row_mean,9.112462825401547
ETH,put_wing,quadratic_smile,2.8826618700272912
ETH,put_wing,previous_surface,0.779400919881684
ETH,put_wing,cell_mean,0.46044456934871414
ETH,put_wing,row_mean,8.764039225433287
ETH,put_wing,quadratic_smile,2.721014123554688
ETH,put_wing,previous_surface,0.6206714896822666
ETH,call_wing,cell_mean,0.2297177466203671
ETH,call_wing,row_mean,3.4552165390127914
ETH,call_wing,quadratic_smile,2.8877395959412073
ETH,call_wing,previous_surface,0.594698789450583
ETH,call_wing,cell_mean,0.3480252661018499
ETH,call_wing,row_mean,3.473833792974671
ETH,call_wing,quadratic_smile,2.8063302495217455
ETH,call_wing,previous_surface,0.35140411413869266
ETH,call_wing,cell_mean,0.21538835003544382
ETH,call_wing,row_mean,3.7388890137688806
ETH,call_wing,quadratic_smile,2.821488057510827
ETH,call_wing,previous_surface,0.24371804523567794
ETH,call_wing,cell_mean,0.45866847918164444
ETH,call_wing,row_mean,3.9130805542885208
ETH,call_wing,quadratic_smile,3.0506843438904276
ETH,call_wing,previous_surface,0.3300729009741701
