currency,horizon_hours,tenor,delta,alpha,beta_on_residual,beta_t_stat,r2,n
BTC,24,180.0,0.3,0.027819637423784953,-0.10109404274017468,-0.14762516639605952,0.0006222750969769875,37
BTC,24,180.0,0.5,0.02836321526118107,-0.028398413273070938,-0.03220127028317203,2.9625459672999455e-05,37
BTC,24,180.0,0.7,0.05136922488820412,-0.9449636688472303,-1.1357725463922217,0.03554643190306084,37
BTC,24,180.0,0.8,0.05101649092208925,1.3045899770855047,1.4095843217822277,0.053719734776338846,37
BTC,24,180.0,0.9,0.10445100268393918,0.5166227160288761,0.9902095294126457,0.027251275156398358,37
ETH,1,14.0,0.1,-0.24042675181899373,-0.32672827502602203,-3.7897718910996967,0.2691479168004771,41
ETH,1,14.0,0.2,-0.011775536811059003,-0.38694137880978935,-2.3208482660412573,0.12135123278023197,41
ETH,1,14.0,0.3,-0.03353632915591488,0.017371638231605688,0.07998782675853569,0.00016402571754903228,41
ETH,1,14.0,0.5,0.0239279729467684,-0.37384124487239384,-1.2893245174056707,0.04088198040533608,41
ETH,1,14.0,0.7,-0.0010961874585501102,-0.13862171914651317,-0.1825956786700631,0.0008541718658834352,41
ETH,1,14.0,0.8,-0.052247519107342454,0.26687694409688195,0.6775160940078009,0.011633030012017986,41
ETH,1,14.0,0.9,-0.03431965201191797,-0.6075304345774858,-2.486113482902213,0.1368007137481978,41
ETH,1,30.0,0.1,-0.06803016295017758,0.04771535285566371,0.23492062952062265,0.0014130696949969934,41
ETH,1,30.0,0.2,-0.0012647702655983655,-0.46161248907427505,-1.5177419212283525,0.055771018885258705,41
ETH,1,30.0,0.3,-0.013613574901343373,-0.2536122401939675,-0.737542824777408,0.013756065118940675,41
ETH,1,30.0,0.5,-0.015346252965393735,-0.34170821185892886,-1.0563364277074365,0.027815607589660285,41
ETH,1,30.0,0.7,-0.03238483754455761,0.12899450515333633,0.32634147331924146,0.0027233007452128755,41
ETH,1,30.0,0.8,-0.02213981610012825,0.18160848076795605,0.8517406521971014,0.018261892991299877,41
ETH,1,30.0,0.9,0.016519434952712395,-0.10137780963852132,-0.4684434734150575,0.005595166370813254,41
ETH,1,60.0,0.1,-0.06830099932046045,-0.4301013525373739,-2.0217605466814312,0.09486543006580272,41
ETH,1,60.0,0.2,-0.03003410899184214,-0.09512828227490645,-0.33658000703982704,0.0028963585633279276,41
ETH,1,60.0,0.3,-0.02883983688425497,-0.017877352403178923,-0.08339432240246983,0.00017829161691740314,41
ETH,1,60.0,0.5,-0.029272689868947002,0.35479315702979664,1.500080250507789,0.054550972712300916,41
ETH,1,60.0,0.7,-0.01858393184040983,0.017482504504578483,0.05481682267106115,7.704237293204574e-05,41
